Index,ID,Last Job,Influence,Risk Score,Hiring Score,Work Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
928,928,Information Technology Manager,8,17.2,44.15,37,Network Administration,IT Project Management,Leadership,Database Administration,Disaster Recovery,Network Security,Troubleshooting,Scripting,,
929,929,Finance Manager,8,18.7,42.57,11,Financial Management,Accounting,Leadership,Budgeting,Financial Analysis,Inventory Management,Payroll Management,Financial Reporting,Compliance,Microsoft Excel
930,930,"Corporate Facilitator, Performance Coach and Developer",8,50.0,4.83,27,Training and Development,Coaching,Project Management,Leadership,Communication,Wellness and Health Education,Motivational Interviewing,Business Administration,,
931,931,Associate Claim Processor/Member Service Advocate,7,37.5,15.2,18,Customer Service,Claims Processing,Leadership,Communication,Problem-Solving,Time Management,Team Collaboration,Analytical Skills,Technical Skills,
932,932,Patient Service Manager/ Retail Manager,9,12.5,52.3,26,Leadership,Team Management,Customer Service,Communication,Problem-Solving,Time Management,Adaptability,Food Safety and Sanitation,Construction Techniques,Business Management
933,933,Regional HR Business Partner,9,100.0,0.0,24,Human Resources,Leadership,Recruitment,Training and Development,Benefits Administration,Compliance,Performance Management,Compensation and Rewards,Organizational Development,
934,934,Operations Associate,7,33.3,27.58,14,Project Management,Leadership,Communication,Event Planning,Customer Service,Teamwork,Marketing,Time Management,Technology,
935,935,"Senior HR Manager, HR Business Partner",8,12.5,37.78,14,Payroll Management,Benefits Administration,HR Function Management,Compliance Management,Leadership,Training and Development,Project Management,Communication,Time Management,Problem-Solving
936,936,Concierge,7,25.0,26.35,22,Customer Service,Communication,Time Management,Teamwork,Healthcare Administration,Patient Care,Infection Control,Fitness Instruction,,
937,937,Audit and Recovery Specialist,6,20.0,49.18,11,Customer Service,Communication,Problem-Solving,Time Management,HIPAA Compliance,Process Improvement,,,,
938,938,QUALITY ASSURANCE ADVOCATE,9,33.8,29.16,14,Quality Assurance,Data Analysis,Leadership,Customer Service,Sales,Problem-Solving,Communication,Time Management,Human Resource Management,Computer Network Systems
939,939,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC),8,56.2,6.48,15,Network Security,Information Security,Leadership,Communication,Microsoft Office,,,,,
940,940,Instructor/Writer,7,0.0,41.83,17,Leadership,Quality Assurance,Technical Inspection,Project Management,Aviation Maintenance,Technical Writing,Training and Development,,,
941,941,Healthcare Administrator,7,13.5,48.18,21,Leadership,Budgeting,Financial Management,Payroll Management,Human Resources,,,,,
942,942,District Manager,8,33.3,19.7,24,Leadership,Program Development,Team Management,Financial Management,Child Care Management,Teaching,Curriculum Development,Staff Training,,
943,943,HR Assistant III,6,5.0,35.67,10,Payroll Management,Compliance,Data Analysis,Document Management,Accounts Payable,,,,,
944,944,Investment Banking Summer Analyst,7,0.0,4.01,9,Financial Modeling,Data Analysis,Investment Analysis,Market Research,Presentation Skills,,,,,
945,945,HR Specialist,7,20.0,31.57,11,Customer Service,Communication,Leadership,Data Management,Problem-Solving,Time Management,HR Policies,,,
946,946,Sales Associate,8,26.4,15.32,8,Leadership,Teamwork,Time Management,Problem-Solving,Attention to Detail,Customer Service,Cash Handling,,,
947,947,Regional HR Manager,8,0.0,76.84,14,Recruitment Management,Payroll Management,Employee Relationship Management,Leadership,Communication,HRIS Management,,,,
948,948,TELLER 3,9,15.4,55.0,20,Customer Service,Cash Handling,Banking Operations,Leadership,Time Management,Food Safety and Quality Control,Communication,Problem-Solving,Team Management,
949,949,Information Technology Specialist,9,17.2,36.14,25,Network Administration,Computer Hardware,Computer Software,Troubleshooting,Network Security,Router Configuration,Switch Configuration,Server Administration,Video Conferencing,IP Address Management
950,950,Accountant,6,17.2,36.14,21,Accounting,Financial Analysis,Payroll Management,Accounts Payable/Receivable,Budgeting,Microsoft Excel,Financial Reconciliation,Cost Accounting,,
951,951,Information Technology Manager,9,4.0,82.94,18,Project Management,Leadership,IT Infrastructure Management,Network Administration,Database Administration,Cloud Computing,Cybersecurity,Microsoft Windows,Microsoft Office,VMware
952,952,Finance Manager,7,0.0,76.84,24,Financial Management,Accounting,Financial Analysis,Leadership,Budgeting,Financial Reconciliation,Payroll Management,Project Management,Microsoft Excel,
953,953,Staff Accountant,8,32.5,21.35,18,Accounting,Financial Reporting,Financial Analysis,Budgeting,Leadership,Payroll Management,QuickBooks,Microsoft Office,ERP Implementation,Risk Management
954,954,Corporate Administrator,7,35.1,25.17,17,Bookkeeping,Accounting,Customer Service,Microsoft Office,Leadership,Time Management,Communication,Payroll Management,,
955,955,V/P Commercial Relationship Manager,9,20.0,41.22,20,Leadership,Management,Sales,Client Relationship Management,Budgeting,Payroll Management,Strategic Planning,Communication,,
956,956,Team Member / Pricer,8,15.0,33.85,34,Customer Service,Sales Management,Operations Management,Financial Management,Leadership,Time Management,Communication,Teamwork,,
957,957,Merchant Services Advocate,8,8.3,32.65,11,Customer Service,Leadership,Problem Solving,Communication,Time Management,Team Management,Training and Development,Quality Assurance,,
958,958,Certified Master Personal Trainer,7,45.9,13.08,11,Personal Training,Fitness Program Development,Sales and Marketing,Leadership,Time Management,Communication,,,,
959,959,Relationship Support Officer,8,25.4,34.92,28,Administrative Support,Operations Management,Compliance Management,Customer Service,Time Management,Communication,Microsoft Office,Leadership,,
960,960,Radiological Control Technician,8,13.6,37.43,12,Radiological Control,Leadership,Environmental Sampling,Document Preparation,Explosive Ordnance Handling,Nuclear Energy,,,,
961,961,Dance Educator,7,17.2,28.68,20,Dance Education,Dance/Movement Therapy,Mental Health Counseling,Leadership,Project Management,Communication Skills,Time Management,Financial Management,Marketing,
962,962,Senior Compliance Officer,9,4.0,55.87,11,AML/CFT Compliance,Sanctions Compliance,KYC/EDD/PEPs Procedures,SWIFT System,Payment Investigations,Relationship Management,Loan Management,Retail Banking,Banking Operations,
963,963,Finance Manager,9,17.2,28.68,29,Financial Analysis,Accounting,Leadership,Marketing,Sales Management,Financial Planning,Customer Service,Bank Reconciliation,,
964,964,Health Advocate,8,12.5,45.42,9,Customer Service,Data Entry,Time Management,Communication,Security,Problem-Solving,Teamwork,Adaptability,Attention to Detail,
965,965,General Accountant,7,15.6,52.86,10.33,General Accounting,Bookkeeping,Credit Management,Medical Billing,Leadership,Training and Development,Time Management,Communication,Data Analysis,Microsoft Office
966,966,Shelter Advocate,5,100.0,0.0,3,Customer Service,Communication,Data Analysis,Leadership,Time Management,Organizational Skills,Banking Operations,Legal Research,Crisis Intervention,
967,967,Healthcare Marketing Specialist,8,25.0,26.35,11,Data Analysis,Project Management,Leadership,Budgeting,Communication,Customer Service,Time Management,Teamwork,Problem-Solving,Healthcare Administration
968,968,Senior Marketing Automation Consultant,8,37.5,21.07,18,Marketing Automation,Marketing Strategy,Project Management,Leadership,Communication,Eloqua,Marketing Technology,Sales Effectiveness,,
969,969,Paralegal,7,28.0,23.37,19,Customer Service,Administrative Management,Time Management,Organizational Skills,Communication Skills,Microsoft Excel,Paralegal Skills,Leadership,Data Entry,
970,970,Revolving Credit Support Specialist,9,32.6,34.91,11,Leadership,Communication,Project Management,Customer Service,Financial Analysis,Training and Development,Banking and Finance,Time Management,Problem-Solving,
971,971,Personal Banker (SAFE)1 and Business Advocate,9,37.4,27.45,17,Customer Service,Sales,Relationship Building,Financial Products,Communication,Time Management,Teamwork,,,
972,972,Material and Tooling Control Lead,8,27.9,42.28,25,Leadership,Project Management,Electrical Engineering,Troubleshooting,Time Management,Communication,Quality Control,Martial Arts Instruction,,
973,973,Staff Assistant,6,73.1,3.37,24,Administrative Support,Communication,Time Management,Customer Service,Microsoft Office,,,,,
974,974,Program Manager,8,20.0,4.01,27,Leadership,Patient Care,Staff Management,Time Management,Communication,Problem-Solving,,,,
975,975,Inside Account Manager,7,8.3,40.09,21,Customer Relations,Sales Management,Leadership,Time Management,Communication,Microsoft Office,Project Management,,,
976,976,Finance Manager,9,11.8,59.78,25,Financial Reporting,Accounting,Budgeting,Leadership,Supply Chain Management,Payroll Management,Internal Controls,SAP Implementation,Cost Accounting,Inventory Management
977,977,Accountant,8,31.0,17.7,42,Accounting,COBOL,Financial Reporting,Tax Planning,Payroll Management,Bank Reconciliation,Financial Statement Consolidation,,,
978,978,Senior Student Finance Specialist,8,46.0,17.67,21,Financial Aid Management,General Ledger Management,Customer Service,Data Analysis,Banking Operations,Accounting,Problem-Solving,,,
979,979,Information Technology Analyst,5,25.0,38.42,7,Curriculum planning,Teaching,Child development,Education,Computer Science and Engineering,,,,,
980,980,Finance Manager,9,13.8,46.42,19,Financial Management,Leadership,Budgeting,Financial Analysis,Investment Management,Risk Management,Audit and Compliance,Banking and Financial Institutions,,
981,981,HR Shared Services Analyst,6,12.5,37.28,17,HRIS Management,Benefits Administration,Payroll Management,Customer Support,Policy Administration,Project Management,Communication,,,
982,982,Recreation & Sports Coordinator,7,17.5,50.78,12,Leadership,Event Planning,Budgeting,Financial Management,Customer Service,Project Management,Health and Wellness,,,
983,983,Coordinator of Student Personnel Services,8,41.7,21.65,23.5,Leadership,Counseling,Teaching,Communication,Program Planning,Team Management,,,,
984,984,Medical Support Assistant,8,83.1,0.41,22,Healthcare Management,Leadership,Clinical Operations,Budgeting,Communication,Data Management,Project Management,Training and Development,Emergency Medical Services,Healthcare Administration
985,985,HR Administrator/Marketing Associate,9,33.9,26.99,24,Human Resources,Employee Relations,Benefits Administration,Medical Billing,Data Analysis,Budgeting and Financial Management,Leadership,Customer Service,,
986,986,Fitness Director,8,32.8,21.16,13,Leadership,Sales,Time Management,Communication,Team Management,Security,Inventory Management,Customer Service,Aviation,
987,987,"Director, Clinical Research Operations & Medical Science Liaison",10,53.4,6.55,28,Leadership,Sales and Business Development,Project Management,Strategic Planning,Communication,Training and Development,Financial Analysis,Clinical Research,Medical Science,
988,988,IT Director,8,46.7,19.44,20,IT Project Management,Strategic Planning,Leadership,Network Administration,VMware vSphere,Citrix Infrastructure,Cloud Computing,Business Application Support,Desktop Support,Imaging and Deployment
989,989,Lead Aerospace Assembler,7,25.0,26.35,13,Leadership,Project Management,Electronics Repair,Troubleshooting,Technical Documentation,Teamwork and Collaboration,Quality Control,Time Management,,
990,990,Aviation Fuel Quality Control Specialist,7,16.0,45.44,28,Quality Control,Chemical Analysis,Problem Solving,Teamwork,Leadership,Inventory Management,Process Development,Research and Development,Statistical Analysis,
991,991,Senior Manager - National Sales Finance,10,15.6,52.92,35,Financial Management,Accounting,Leadership,Project Management,Financial Analysis,Risk Management,Payroll Management,Financial Reporting,,
992,992,Plant Operator,8,42.1,13.67,18,Mechanical Maintenance,Leadership,Troubleshooting,Quality Control,Safety Procedures,Team Management,Time Management,Communication,,
993,993,Operations Finance Director,10,4.0,79.7,32,Financial Planning,Leadership,Risk Management,Financial Analysis,Operational Management,Regulatory Compliance,Budgeting,Project Management,Communication,Data Analysis
994,994,Senior Manager/Specialist Leader HealthCare,9,22.7,32.42,33,Project Management,Leadership,Healthcare Management,Operations Management,Strategic Planning,Change Management,Financial Management,Nursing,,
995,995,Culinary Arts Instructor,8,51.7,5.89,22,Teaching,Culinary Arts,Leadership,Management,Customer Service,Food Safety and Sanitation,Event Planning,Marketing,Budgeting,Inventory Management
996,996,Middle School Principal,8,50.0,8.95,21,Leadership,Staff Evaluation and Supervision,Program Development and Implementation,Accountability and Compliance,Communication and Collaboration,Curriculum Development,Project Management,Teaching and Education,,
997,997,Information Technology Technician I,8,43.6,10.18,17,Cloud Computing,Microsoft Office 365,Network Administration,Virtualization,Microsoft Windows Server,Microsoft Exchange,Active Directory,Scripting,Troubleshooting,IT Project Management
